MIR1302-2HG
AL513220.1
RSPO1
C1orf109
CDCA8
EPHA10
MANEAL
AL929472.3
C1orf122
YRDC
MTF1
AL929472.2
INPP5B
SF3A3
FHL3
UTP11
POU3F1
MIR3659HG
LINC02786
AL390839.1
AL390839.2
LINC01343
LINC01685
AL354702.2
RRAGC
AL139260.1
MYCBP
GJA9
RHBDL2
AKIRIN1
NDUFS5
MACF1
AL356055.1
AL442071.2
AL442071.1
BMP8A
PABPC4-AS1
PABPC4
AL035404.2
HEYL
NT5C1A
HPCAL4
PPIE
OXCT2
BMP8B-AS1
BMP8B
AL033527.3
AL033527.4
LINC02811
TRIT1
AL033527.2
MYCL
MFSD2A
CAP1
PPT1
RLF
TMCO2
AL050341.2
ZMPSTE24
COL9A2
SMAP2
AL031985.4
ZFP69B
AL031985.3
ZFP69
AL603839.3
EXO5
AL603839.1
AL603839.2
ZNF684
AL356379.2
AL031289.2
RIMS3
AL031289.1
NFYC
NFYC-AS1
KCNQ4
CITED4
AC119677.1
AL391730.2
CTPS1
SLFNL1-AS1
SLFNL1
SCMH1
AC093151.8
AC093151.3
FOXO6
AC093151.2
EDN2
AL445933.2
AC119676.1
HIVEP3
AL158216.1
GUCA2B
GUCA2A
FOXJ3
AC096540.1
RIMKLA
ZMYND12
PPCS
CCDC30
PPIH
AC098484.2
AC098484.4
YBX1
CLDN19
P3H1
C1orf50
AC098484.1
TMEM269
SVBP
ERMAP
AL512353.1
ZNF691
SLC2A1
SLC2A1-AS1
AC099795.1
FAM183A
CFAP57
EBNA1BP2
TMEM125
C1orf210
TIE1
MPL
AL139289.3
AL139289.2
CDC20
ELOVL1
AL139289.1
MED8
SZT2
SZT2-AS1
HYI
HYI-AS1
PTPRF
KDM4A
KDM4A-AS1
ST3GAL3
AL451062.1
ARTN
AL357079.1
IPO13
DPH2
AL357079.2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
AL139220.2
KLF17
KLF18
DMAP1
ERI3-IT1
ERI3
RNF220
TMEM53
ARMH1
KIF2C
RPS8
AL592166.1
BEST4
PLK3
TCTEX1D4
BTBD19
PTCH2
EIF2B3
HECTD3
UROD
ZSWIM5
LINC01144
HPDL
MUTYH
TOE1
TESK2
CCDC163
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
AL604028.1
IPP
MAST2
AL358075.1
PIK3R3
AL358075.2
TSPAN1
P3R3URF
POMGNT1
LURAP1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
LINC01398
DMBX1
MKNK1-AS1
TMEM275
KNCN
MKNK1
MOB3C
ATPAF1
TEX38
EFCAB14-AS1
EFCAB14
CYP4B1
CYP4A11
CYP4X1
CYP4Z1
CYP4A22
LINC00853
CYP4A22-AS1
PDZK1IP1
AL135960.1
TAL1
STIL
CMPK1
LINC01389
FOXE3
FOXD2-AS1
FOXD2
LINC01738
AL691459.1
AC096541.1
TRABD2B
LINC02794
AL356289.1
AL109659.1
SLC5A9
AL109659.2
SPATA6
AL391844.1
AGBL4
BEND5
AL645507.1
AC099788.1
AL590432.1
AGBL4-IT1
ELAVL4
AL592182.2
AL592182.1
AL592182.3
LINC02808
DMRTA2
AL049637.2
AL049637.1
FAF1
CDKN2C
C1orf185
LINC01562
RNF11
AL162430.2
TTC39A
TTC39A-AS1
AC104170.2
AC104170.1
EPS15
OSBPL9
AL050343.2
AL050343.3
NRDC
RAB3B
AL445685.1
KTI12
TXNDC12-AS1
TXNDC12
BTF3L4
ZFYVE9
AL513218.1
AL513218.2
CC2D1B
ORC1
PRPF38A
TUT4
AL591167.1
GPX7
SHISAL2A
COA7
ZYG11B
ZYG11A
AC099677.4
ECHDC2
SCP2
PODN
AL445183.1
AL445183.2
SLC1A7
CPT2
AL606760.2
CZIB
AL606760.3
MAGOH
AL606760.1
AL355483.3
AL355483.1
AL355483.2
LRP8
LINC01771
AC119428.2
AC119428.1
LINC02812
DMRTB1
GLIS1
NDC1
YIPF1
DIO1
HSPB11
LRRC42
LDLRAD1
TMEM59
TCEANC2
AL357673.2
CDCP2
CYB5RL
MRPL37
SSBP3-AS1
AL161644.1
SSBP3
AL035415.1
AC099796.2
LINC02784
ACOT11
FAM151A
AL590093.1
MROH7
TTC4
PARS2
AC096536.1
TTC22
LEXM
AC096536.3
AC096536.2
DHCR24
DHCR24-DT
AL590440.2
TMEM61
AL590440.1
BSND
PCSK9
USP24
MIR4422HG
AL603840.1
LINC01755
LINC01753
AL353681.1
AC119674.1
LINC01767
PLPP3
PRKAA2
FYB2
AL360295.1
C8A
AL161740.1
C8B
DAB1
AL390243.1
DAB1-AS1
AL445193.2
AL035411.3
OMA1
TACSTD2
MYSM1
AL136985.3
JUN
LINC01135
AL136985.2
AL136985.1
LINC02777
LINC01358
AL592431.2
AL592431.1
AC093425.1
AC093424.1
FGGY
AL035416.1
HOOK1
CYP2J2
C1orf87
LINC02778
LINC01748
NFIA
AC099792.1
NFIA-AS2
NFIA-AS1
AC099791.3
AC099791.4
TM2D1
PATJ
AC099791.2
L1TD1
KANK4
USP1
ANGPTL3
DOCK7
AC103923.1
ATG4C
AC099794.1
LINC01739
AL162400.3
AL162400.1
AL162400.2
AC096543.1
AC096543.2
LINC00466
FOXD3-AS1
FOXD3
ALG6
BX004807.1
ITGB3BP
EFCAB7
DLEU2L
PGM1
ROR1
ROR1-AS1
AL445205.1
UBE2U
CACHD1
RAVER2
JAK1
LINC01359
AL357078.2
AK4
DNAJC6
AL139294.1
LEPROT
LEPR
AC119800.1
AL513493.1
PDE4B
AL590783.1
SGIP1
AL139147.1
TCTEX1D1
INSL5
AL592161.1
WDR78
MIER1
SLC35D1
AL133320.2
C1orf141
IL23R
IL12RB2
SERBP1
LINC01702
GADD45A
GNG12-AS1
GNG12
DIRAS3
WLS
RPE65
AL138789.1
DEPDC1-AS1
DEPDC1
AL035412.1
AL033530.1
AL691520.1
LINC01707
LINC02791
LINC01758
AL359894.1
LRRC7
AL117353.1
AL158840.1
LRRC40
SRSF11
AL353771.1
ANKRD13C
HHLA3
AL158839.1
CTH
AL354872.2
LINC01788
AL513285.1
AL031429.1
AL031429.2
PTGER3
ZRANB2-AS1
ZRANB2
ZRANB2-AS2
AL354949.1
NEGR1-IT1
NEGR1
AL513166.1
AL583808.1
LINC02796
LINC02797
LINC01360
LINC02238
AL591463.1
LRRIQ3
FPGT
TNNI3K
AC093158.1
AC105271.1
LRRC53
ERICH3-AS1
ERICH3
AC135803.1
CRYZ
TYW3
AC133865.1
AC099786.3
LHX8
AC099786.2
AC099786.1
SLC44A5
ACADM
RABGGTB
MSH4
AC092813.1
ASB17
AC092813.2
ST6GALNAC3
AC104458.1
LINC02567
ST6GALNAC5
AL035409.1
PIGK
AC093433.2
AK5
AC095030.1
AC093575.1
AC118549.1
USP33
MIGA1
NEXN
NEXN-AS1
FUBP1
AC103591.3
DNAJB4
AC103591.4
GIPC2
AC096531.2
PTGFR
IFI44L
IFI44
ADGRL4
AL353651.1
AL353651.2
LINC02792
AC099671.1
AC098657.2
AL606519.1
LINC01781
AL136234.1
AC093154.1
ADGRL2
AL138799.2
AL138799.4
AC117944.1
AL157944.1
LINC01362
LINC01361
AC116099.1
LINC01712
LINC01725
AL035706.1
TTLL7-IT1
TTLL7
AC104454.2
AL359504.2
PRKACB
SAMD13
DNASE2B
AL844170.1
RPF1
SPATA1
GNG5
AL359762.1
CTBS
AL359762.2
LINC01555
SSX2IP
AC104169.1
LPAR3
MCOLN2
WDR63
MCOLN3
SYDE2
C1orf52
AL078459.1
BCL10
DDAH1
AL360219.1
AC092807.3
AC092807.2
CCN1
AC092807.1
ZNHIT6
COL24A1
LINC02795
ODF2L
CLCA2
CLCA1
CLCA4
CLCA4-AS1
AL049597.2
SH3GLB1
AL355981.1
SELENOF
HS2ST1
AL121989.1
LINC01140
LINC02801
LMO4
LINC01364
PKN2-AS1
AL445438.1
PKN2
GTF2B
KYAT3
RBMXL1
GBP3
GBP1
GBP2
AC104459.1
GBP7
AC099063.4
GBP4
AC099063.1
GBP5
GBP6
LRRC8B
AL596214.1
AC093423.2
LRRC8C-DT
LRRC8C
AC099568.1
AC099568.2
LRRC8D
AL391497.1
ZNF326
AL161797.1
AC098656.1
AL627316.1
LINC02787
BARHL2
AC092805.1
LINC02788
LINC02609
LINC01763
AC091614.1
ZNF644
HFM1
CDC7
TGFBR3
BRDT
EPHX4
SETSIP
BTBD8
AC104836.1
C1orf146
GLMN
RPAP2
GFI1
EVI5
RPL5
DIPK1A
AC093577.1
MTF2
CCDC18
TMED5
CCDC18-AS1
DR1
FNBP1L
BCAR3
AL109613.1
AL049796.1
DNTTIP2
GCLM
ABCA4
AC093579.1
ARHGAP29
ARHGAP29-AS1
AC097059.1
AC118469.2
ABCD3
F3
AC093117.1
SLC44A3
CNN3
AC105942.1
AC095033.1
ALG14
TLCD4
AC092802.3
AC092802.1
RWDD3
AC092802.2
AC092802.4
LINC01760
LINC01650
AL445218.1
LINC01761
LINC02607
AL683887.1
LINC02790
LINC01787
PTBP2
DPYD-AS1
DPYD-IT1
DPYD-AS2
DPYD
BX005019.1
MIR137HG
AC104453.1
LINC01776
SNX7
AL445433.2
PLPPR5
PLPPR4
LINC01708
PALMD
FRRS1
AGL
SLC35A3
AC118553.1
MFSD14A
AC093019.2
SASS6
TRMT13
LRRC39
AL445928.2
DBT
RTCA-AS1
RTCA
AC104457.2
CDC14A
AL589990.1
GPR88
AC099670.3
LINC01349
VCAM1
EXTL2
AC104506.1
SLC30A7
DPH5
AC093157.2
AC093157.1
AL109741.1
S1PR1
LINC01307
LINC01709
OLFM3
AC114485.1
AC099567.1
COL11A1
AC095032.2
AC095032.1
RNPC3
AMY2B
AMY2A
AMY1A
AMY1B
AMY1C
AL591888.1
LINC01676
AL355306.2
LINC01677
LINC01661
PRMT6
NTNG1
VAV3
VAV3-AS1
LINC02785
SLC25A24
AL359258.2
NBPF4
AL359258.1
AL390038.1
NBPF6
FAM102B
HENMT1
AL160171.1
PRPF38B
FNDC7
AL591719.2
STXBP3
AKNAD1
SPATA42
GPSM2
CLCC1
WDR47
TAF13
TMEM167B
AL356488.3
AL356488.2
C1orf194
KIAA1324
SARS
CELSR2
PSRC1
MYBPHL
SORT1
PSMA5
SYPL2
ATXN7L2
CYB561D1
AMIGO1
GPR61
AL355310.3
GNAI3
AL355310.1
GNAT2
AMPD2
AL355310.2
GSTM4
GSTM2
GSTM1
AC000032.1
GSTM5
AL158847.1
GSTM3
EPS8L3
LINC01768
AL450468.1
AL450468.2
CSF1
AHCYL1
STRIP1
AL160006.1
ALX3
LINC01397
UBL4B
SLC6A17
AL355990.1
AL355990.2
LINC02586
KCNC4
RBM15
RBM15-AS1
AL355488.1
SLC16A4
LAMTOR5
LAMTOR5-AS1
PROK1
AL358215.1
AL358215.2
CYMP-AS1
KCNA10
KCNA2
AL365361.1
KCNA3
CD53
AL360270.2
AL360270.1
LRIF1
AL360270.3
CEPT1
DRAM2
AL355816.1
AL355816.2
DENND2D
CHI3L2
CHIA
AL356387.1
PIFO
OVGP1
AL390195.2
AL390195.1
WDR77
ATP5PB
C1orf162
ADORA3
TMIGD3
RAP1A
LINC01160
INKA2
INKA2-AS1
AL049557.1
DDX20
KCND3-IT1
KCND3-AS1
KCND3
LINC01750
AL445426.1
CTTNBP2NL
WNT2B
AL354760.1
ST7L
CAPZA1
MOV10
AL603832.1
RHOC
PPM1J
AL603832.2
TAFA3
LINC01356
LINC01357
SLC16A1
SLC16A1-AS1
AL390242.1
LRIG2-DT
LRIG2
MAGI3
PHTF1
RSBN1
AL137856.1
AP4B1-AS1
PTPN22
BCL2L15
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
OLFML3
AL591742.2
SYT6
AL121999.1
TRIM33
BCAS2
DENND2C
AMPD1
NRAS
CSDE1
SIKE1
SYCP1
TSHB
TSPAN2
LINC01765
NGF-AS1
AL049825.1
NGF
AL512638.3
VANGL1
CASQ2
NHLH2
LINC01649
SLC22A15
AL365318.1
MAB21L3
LINC01779
AL355538.1
ATP1A1
ATP1A1-AS1
AL136376.1
LINC01762
AL390066.2
AL390066.1
CD58
IGSF3
C1orf137
CD2
AL157904.1
PTGFRN
CD101
AL445231.1
TTF2
TRIM45
VTCN1
LINC01525
AL358072.1
MAN1A2
AL157902.1
TENT5C
GDAP2
WDR3
SPAG17
AL391557.1
TBX15
AL139420.1
AL139420.2
WARS2-IT1
WARS2-AS1
WARS2
AL359915.1
LINC01780
HAO2
HAO2-IT1
HSD3B2
HSD3B1
LINC00622
ZNF697
PHGDH
HMGCS2
REG4
ADAM30
NOTCH2
AC245008.1
SEC22B
AC253572.1
NBPF26
AC253572.2
PPIAL4A
LINC00623
FCGR1B
AC244453.2
AC244453.3
AC244453.1
FAM72B
SRGAP2C
LINC02798
SRGAP2-AS1
AL592494.1
AL592494.2
LINC01691
LINC02799
AC239800.2
LINC02591
AC246680.1
HIST2H3PS2
FAM72C
IGKV1OR1-1
LINC02802
PPIAL4E
AC246785.3
NBPF15
PPIAL4F
FP700111.1
LINC01632
SRGAP2B
FAM72D
PPIAL4D
AC245014.3
AC245014.1
NBPF20
AC239860.4
GPR89A
PDZK1
CD160
RNF115
POLR3C
NUDT17
PIAS3
ANKRD35
AC243547.1
ITGA10
PEX11B
LIX1L-AS1
RBM8A
LIX1L
AC243547.2
ANKRD34A
POLR3GL
TXNIP
HJV
AC239799.2
LINC01719
NBPF10
NOTCH2NLA
AC239799.1
PPIAL4H
AC245407.2
NBPF12
AC244394.2
PRKAB2
AC242426.2
FMO5
CHD1L
LINC00624
BCL9
ACP6
AC241644.1
AC241644.3
GJA5
AC241644.2
GJA8
GPR89B
AC239803.1
LINC02804
NBPF11
LINC02805
AC239809.3
LINC01731
LINC02806
AC245100.1
AC245100.6
LINC01138
PPIAL4G
NBPF14
NOTCH2NLB
NUDT4B
PDE4DIP
AC239802.1
AC239802.2
AC239804.1
NBPF9
AC245297.3
AC245297.2
NOTCH2NLC
NBPF19
PPIAL4C
AC242842.1
FCGR1A
AC243772.2
HIST2H2BF
HIST2H3D
HIST2H4A
HIST2H3C
HIST2H2AA3
HIST2H2AA4
HIST2H3A
HIST2H4B
AC239868.1
HIST2H2BE
HIST2H2AC
BOLA1
HIST2H2AB
SV2A
SF3B4
MTMR11
OTUD7B
VPS45
AC244033.2
PLEKHO1
AC242988.2
ANP32E
CA14
AC242988.1
C1orf54
APH1A
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
FALEC
ADAMTSL4
AL356356.1
ADAMTSL4-AS1
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
CTXND2
SETDB1
AL590133.2
CERS2
AL590133.1
ANXA9
MINDY1
PRUNE1
BNIPL
C1orf56
MLLT11
CDC42SE1
GABPB2
AL592424.1
SEMA6C
TNFAIP8L2
LYSMD1
SCNM1
TMOD4
VPS72
PIP5K1A
PSMD4
ZNF687-AS1
ZNF687
PI4KB
AL391069.3
AL391069.1
AL391069.2
RFX5
SELENBP1
PSMB4
POGZ
CGN
TUFT1
AL365436.2
SNX27
AL391335.1
AL589765.1
RIIAD1
CELF3
AL589765.7
OAZ3
MRPL9
AL589765.2
AL589765.5
AL589765.4
TDRKH
TDRKH-AS1
AL589765.6
LINGO4
RORC
C2CD4D
C2CD4D-AS1
THEM5
AL450992.2
THEM4
AL450992.3
S100A10
AL450992.1
S100A11
TCHHL1
TCHH
AL589986.1
RPTN
FLG-AS1
AL589986.2
HRNR
FLG
FLG2
CRNN
LCE5A
CRCT1
LCE3E
LCE3D
LCE3C
LCE3B
LCE3A
LCE2D
LCE2C
LCE2B
LCE2A
LCE4A
C1orf68
KPRP
LCE1F
LCE1E
LCE1D
LCE1C
LCE1B
LCE1A
LCE6A
AL162596.1
SMCP
IVL
SPRR5
LINC01527
SPRR4
SPRR1A
SPRR3
SPRR1B
SPRR2D
SPRR2A
SPRR2B
SPRR2E
SPRR2F
SPRR2G
AL161636.1
LELP1
PRR9
LOR
PGLYRP3
PGLYRP4
S100A9
S100A12
S100A8
S100A7A
S100A7L2
S100A7
BX470102.1
S100A6
S100A5
S100A4
S100A3
S100A2
BX470102.2
S100A16
S100A14
S100A13
S100A1
CHTOP
AL162258.2
SNAPIN
ILF2
NPR1
INTS3
AL513523.4
AL513523.3
SLC27A3
GATAD2B
AL358472.5
DENND4B
CRTC2
SLC39A1
AL358472.4
AL358472.3
CREB3L4
JTB
AL358472.2
RAB13
RPS27
NUP210L
TPM3
C1orf189
UBAP2L
C1orf43
HAX1
AQP10
ATP8B2
IL6R
IL6R-AS1
AL162591.2
TDRD10
SHE
UBE2Q1-AS1
UBE2Q1
AL592078.2
CHRNB2
AL592078.1
ADAR
AL606500.1
KCNN3
PMVK
AL451085.1
PBXIP1
PYGO2
AL451085.2
SHC1
CKS1B
FLAD1
LENEP
ZBTB7B
DCST2
DCST1
DCST1-AS1
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
AC234582.1
THBS3
MTX1
AC234582.2
GBA
FAM189B
SCAMP3
CLK2
HCN3
PKLR
FDPS
RUSC1
RUSC1-AS1
